"Media";"Desvio_Padrao";"Quantil_1";"Mediana";"Quantil_2";"Minimo";"Maximo";"Coef_Variacao";"Assimetria";"Curtose"
247,92;46,49;214,42509075;246,13;278,0904345;146,03;374,25;18,7520167796063;0,218;2,64
