"Media";"Desvio_Padrao";"Quantil_1";"Mediana";"Quantil_2";"Minimo";"Maximo";"Coef_Variacao";"Assimetria";"Curtose"
253,01;59,73;208,5032565;242,85;278,426962;174,88;403,37;18,7520167796063;1,086;3,752
