"Media";"Desvio_Padrao";"Quantil_1";"Mediana";"Quantil_2";"Minimo";"Maximo";"Coef_Variacao";"Assimetria";"Curtose"
250,79;47,83;216,56200925;255,23;285,89597325;138,57;369,61;19,0717333227003;-0,159;2,532
