"Media";"Desvio_Padrao";"Quantil_1";"Mediana";"Quantil_2";"Minimo";"Maximo";"Coef_Variacao";"Assimetria";"Curtose"
252,86;58,68;205,393138;250,22;299,1992025;157,17;342,16;23,2065174404809;0,066;1,868
